node_id	node_label
PCL 0051444	Midi_443 midbrain-derived inhibitory neuron (Hsap)
UBERON 0001354	inferior epigastric artery
UBERON 0001547	small saphenous vein
HGNC 10642	CXCL5
HGNC 74	ABCG2
UBERON 0002967	cingulate gyrus
HGNC 6347	KLF2
UBERON 0011022	flexor hallucis brevis muscle
CL 0009083	rearranging double negative thymocyte (Homo sapiens)
FMA 49555	Ascending palatine artery
UBERON 0002512	corpus luteum
UBERON 0009985	lateral condyle of femur
UBERON 0011908	gastrocnemius lateralis
FMA 8831	Posterior ramus of second lumbar nerve
HGNC 2632	CYP2F1
HGNC 6895	MARCO
HGNC 14240	SMPD3
PCL 0015024	Inh L1-3 VIP FNDC1 primary motor cortex GABAergic interneuron (Hsap)
HGNC 6390	KIF25
CL 1000330	serous cell of epithelium of trachea
HGNC 1604	CCR3
HGNC 10672	CXCL12
HGNC 14399	CPVL
HGNC 9937	RCVRN
FMA 8822	Posterior ramus of tenth thoracic nerve
HGNC 19718	RXFP1
UBERON 0001880	bed nucleus of stria terminalis
HGNC 23319	NTNG1
UBERON 0004943	submucosa of urinary bladder
CL 2000067	cardiac atrium fibroblast
FMA 52648	Cutaneous branch of supratrochlear nerve to forehead
HGNC 570	AP3M2
PCL 0051426	Splat_425 neuron (Hsap)
FMA 85528	Artery of pterygoid canal
UBERON 0006467	T11 segment of thoracic spinal cord
UBERON 0001550	medial marginal vein
PCL 0051439	Midi_438 midbrain-derived inhibitory neuron (Hsap)
CL 4028003	alveolar capillary type 2 endothelial cell
UBERON 0006455	T7 segment of thoracic spinal cord
CL 0000503	theca cell
UBERON 0002011	thoracodorsal artery
UBERON 0001531	right common carotid artery plus branches
CL 0000740	retinal ganglion cell
UBERON 0005196	spleen germinal center
PCL 0051024	Per_23 brain vascular cell (Hsap)
CL 3000002	sympathetic noradrenergic neuron
FMA 42964	Proximal epiphysis of second metatarsal bone
HGNC 4453	GPC5
HGNC 6024	IL7R
PCL 0051367	Splat_366 neuron (Hsap)
FMA 9258	Pedicle of fourth thoracic vertebra
UBERON 0001004	respiratory system
FMA 24309	Transverse foramen of sixth cervical vertebra
UBERON 0035261	posterior temporal artery
HGNC 21641	TSPAN12
HGNC 17494	GJC2
FMA 44815	Lateral dorsal digital nerve of little toe
UBERON 0009127	epibranchial ganglion
FMA 13490	Tenth thoracic vertebral foramen
FMA 44710	Medial calcaneal branch of tibial nerve
UBERON 0003422	mesenchyme of umbilical cord
UBERON 0009623	spinal nerve root
FMA 26366	Lamina of fifth cervical vertebra
UBERON 0001586	internal jugular vein
HGNC 26308	CDHR3
HGNC 10002	RGS6
HGNC 6088	INSL5
FMA 6473	Sacral ganglion
HGNC 4620	GSN
PCL 0051075	Epen_74 ependymal cell (Hsap)
UBERON 0002861	second sacral dorsal root ganglion
FMA 21387	Right common iliac vein
FMA 323948	Set of superficial axillary lymph nodes
PCL 0015100	Exc L5 THEMIS RGPD6 primary motor cortex glutamatergic neuron (Hsap)
UBERON 0005848	sacral spinal cord lateral column
PCL 0051239	Splat_238 neuron (Hsap)
HGNC 8569	PCSK6
FMA 49602	Auricular branch of occipital artery
FMA 12959	Anterior root of fourth lumbar nerve
HGNC 17732	SYNPO2
FMA 9183	Inferior articular process of first thoracic vertebra
UBERON 0006321	superior oblique extraocular muscle
UBERON 0001961	mucosa-associated lymphoid tissue
FMA 39682	Interosseous border of radius
UBERON 0002858	third lumbar dorsal root ganglion
UBERON 8410066	lymph node paracortex
FMA 22828	Semispinalis thoracis
FMA 22817	Palmar carpal branch of ulnar artery
UBERON 0001406	ulnar artery
UBERON 0009744	lymph node medullary sinus
CL 4023068	thalamic excitatory neuron
UBERON 0001100	pectoralis minor
FMA 4475	Left sixth posterior intercostal artery
UBERON 0002021	occipital lobe
HGNC 9845	RAMP3
HGNC 11219	SPARC
HGNC 4880	HEY1
FMA 22954	Dorsal metacarpal vein
HGNC 6345	KLF1
FMA 10050	Spinous process of tenth thoracic vertebra
HGNC 1685	CD5
HGNC 8002	NRL
CL 0000312	keratinocyte
HGNC 9546	PSMB9
HGNC 10922	SLC16A1
LMHA 00142	ciliated cell
UBERON 0002028	hindbrain
UBERON 0006461	S2 segment of sacral spinal cord
UBERON 0001870	frontal cortex
FMA 66421	Trunk of posterior tibial artery
FMA 65334	Nerve to brachioradialis
HGNC 10024	RLBP1
PCL 0051025	Fbl_24 fibroblast (Hsap)
CL 3000001	Hofbauer cell
UBERON 0002837	sacral dorsal root ganglion
HGNC 18081	WIF1
HGNC 8539	P2RY1
FMA 70778	Set of long posterior ciliary arteries
UBERON 0001187	testicular artery
HGNC 5476	IGFBP7
UBERON 0001659	transverse facial vein
FMA 50781	Occipital sinus
UBERON 0003682	palatal muscle
HGNC 16232	COX4I2
FMA 20886	Posterior labial artery
UBERON 0002341	epithelium of segmental bronchus
CL 4023012	near-projecting glutamatergic cortical neuron
CL 1000458	melanocyte of skin
HGNC 1703	CD83
HGNC 23317	ST8SIA6
FMA 12949	Anterior root of second cervical nerve
UBERON 0001643	oculomotor nerve
HGNC 18508	FCRL5
UBERON 0001317	internal iliac vein
PCL 0015023	Inh L1-2 VIP SCML4 primary motor cortex GABAergic interneuron (Hsap)
CL 4032000	club-like cell of the urethral epithelium
UBERON 8410053	lymph node germinal center dark zone
CL 2000054	hepatic pit cell
HGNC 52844	LINC02008
UBERON 0000056	ureter
HGNC 4027	FXYD3
HGNC 9453	PRODH
UBERON 0012291	lateral malleolus of fibula
UBERON 0005608	hyoid artery
UBERON 0001656	retromandibular vein
HGNC 29315	VAT1L
PCL 0051149	DLIT_148 intratelencephalic-projecting glutamatergic cortical neuron (Hsap)
FMA 9940	Superior articular process of fifth thoracic vertebra
FMA 37701	Articularis cubiti
HGNC 7981	NR4A2
FMA 11222	Meningeal branch of first thoracic nerve
UBERON 0003329	submucosa of anal canal
UBERON 0004610	rib 11
HGNC 6430	KRT18
FMA 38636	Humero-ulnar head of flexor digitorum superficialis
HGNC 8076	NXPH2
UBERON 0009006	deep inguinal lymph node
FMA 80285	Branch of posterior interosseous nerve
UBERON 0002320	glomerular mesangium
UBERON 8600021	chorionic plate blood vessel
FMA 16495	Cremaster muscle branch of genital branch of genitofemoral nerve
PCL 0015032	Inh L1-5 VIP CD27-AS1 primary motor cortex GABAergic interneuron (Hsap)
HGNC 9674	PTPRK
FMA 15423	Posterior superior segmental branch of right portal vein
FMA 24830	Fourth lumbar vertebral foramen
HGNC 12810	XIST
CL 2000091	endometrial microvascular endothelial cell
HGNC 7060	MGP
FMA 68193	Medial segmental artery
UBERON 0006091	inferior horn of the lateral ventricle
PCL 0051414	Splat_413 neuron (Hsap)
FMA 54432	Nerve to superior belly of omohyoid
FMA 8789	Posterior ramus of fourth cervical nerve
HGNC 7397	MT1E
HGNC 11553	TAGLN
FMA 44838	Lateral branch of palmar branch of median nerve
HGNC 17493	GMNN
FMA 45312	Cutaneous branch of anterior branch of obturator nerve
CL 0000972	class switched memory B cell
FMA 44782	Branch of medial terminal branch of deep fibular nerve
HGNC 24222	CDC20B
HGNC 7515	MUC5AC
HGNC 11051	SLC6A5
UBERON 0001564	mylohyoid muscle
UBERON 0001925	ventral lateral nucleus of thalamus
UBERON 8410023	right colic artery
UBERON 0003387	smooth muscle of trachea
UBERON 0002405	immune system
UBERON 0001495	pectoral muscle
PCL 0051295	CGE_294 vip GABAergic cortical interneuron (Hsap)
HGNC 1834	CEBPB
HGNC 3244	EHD3
PCL 0051150	DLIT_149 intratelencephalic-projecting glutamatergic cortical neuron (Hsap)
CL 0000844	germinal center B cell
FMA 14776	Right gastric artery
UBERON 0001191	common iliac artery
FMA 53206	Parotid branch of auriculotemporal nerve
UBERON 0001646	abducens nerve
UBERON 0000086	zona pellucida
UBERON 0001311	inferior vesical artery
HGNC 16973	PPP1R17
UBERON 0004323	middle phalanx of manual digit 5
HGNC 7028	MEST
HGNC 50698	ZFPM2-AS1
HGNC 9609	PTH2R
HGNC 6494	LAMC3
CL 0002080	pancreatic centro-acinar cell
UBERON 0014692	superficial epigastric vein
HGNC 397	ALAS2
HGNC 9844	RAMP2
UBERON 8410017	left colic vein
HGNC 18629	STAB2
FMA 65293	Medial pectoral nerve
CL 0000945	lymphocyte of B lineage
FMA 13482	Second thoracic vertebral foramen
FMA 7630	Angle of second rib
HGNC 30748	TRHDE
CL 0002064	pancreatic acinar cell
CL 0004253	wide field retinal amacrine cell
FMA 49660	Anterior auricular branch of superficial temporal artery
FMA 42875	Diaphysis of third metacarpal bone
HGNC 9143	PHOX2B
UBERON 0002163	inferior cerebellar peduncle
CL 0000097	mast cell
CL 0001067	group 1 innate lymphoid cell
UBERON 0004632	thoracic vertebra 7
FMA 44859	Proper palmar digital branch of median nerve to index finger
FMA 9222	Lamina of third thoracic vertebra
HGNC 8004	NRP1
PCL 0015086	Exc L3 RORB OTOGL primary motor cortex glutamatergic neuron (Hsap)
UBERON 0004616	mammalian cervical vertebra 7
FMA 82674	Nerve to depressor supercilii
FMA 42872	Diaphysis of second metacarpal bone
HGNC 7371	MSLN
UBERON 0008346	duodenal epithelium
FMA 50855	Jugular venous arch
HGNC 13378	MS4A7
FMA 14347	Left ovarian vein
FMA 7628	Inferior articular facet of head of second rib
UBERON 0035547	posterior ciliary vein
PCL 0051296	CGE_295 vip GABAergic cortical interneuron (Hsap)
FMA 0323596	Third dorsal metacarpal artery
FMA 46622	Middle pharyngeal constrictor
PCL 0051415	Splat_414 neuron (Hsap)
CL 1000477	cardiac pacemaker cell of sinoatrial node
UBERON 0001901	epithelium of trachea
CL 0019002	tracheobronchial chondrocyte
PCL 0051259	MGE_258 sst GABAergic cortical interneuron (Hsap)
HGNC 10500	S100B
HGNC 4806	HAL
UBERON 0003885	mesometrium
UBERON 0006679	carina of trachea
CL 0000000	cell
HGNC 2217	COL9A1
HGNC 30288	DTL
HGNC 11998	TP53
UBERON 0002022	insula
FMA 6647	Prostatic nerve plexus
FMA 44843	Third common palmar digital branch of median nerve
HGNC 222	ADAMTS6
HGNC 17905	FHOD1
UBERON 0003713	splenic vein
CL 0000241	stratified cuboidal epithelial cell
CL 0000077	mesothelial cell
UBERON 0012373	sympathetic nerve plexus
UBERON 0004645	urinary bladder urothelium
FMA 6236	Pharyngeal branch of vagus nerve to pharyngeal nerve plexus
CL 0000186	myofibroblast cell
HGNC 30552	PDZRN4
CL 0000583	alveolar macrophage
HGNC 23392	CARM1P1
HGNC 4389	GNAO1
HGNC 6481	LAMA1
HGNC 9393	PRKCA
UBERON 0003335	serosa of colon
FMA 23048	Lateral proper palmar digital artery of little finger
HGNC 6412	KRT1
HGNC 1602	CCR1
HGNC 6654	LMX1B
UBERON 0002493	uterine artery
FMA 33024	Diaphysis of proximal phalanx of little toe
UBERON 0002846	second thoracic dorsal root ganglion
HGNC 1077	BMPR1B
UBERON 0001907	zona incerta
HGNC 1633	CD19
UBERON 0013143	gastrocnemius vein
PCL 0051400	Splat_399 neuron (Hsap)
HGNC 9723	PYGB
UBERON 0004175	internal genitalia
UBERON 0001891	midbrain
UBERON 0001568	muscle of larynx
PCL 0051169	Misc_168 cerebral cortex neuron (Hsap)
UBERON 0001926	lateral geniculate body
UBERON 0002377	muscle of neck
HGNC 10499	S100A9
HGNC 42024	ANKRD20A11P
UBERON 0006490	C4 segment of cervical spinal cord
UBERON 0010420	lymph node germinal center mantle zone
PCL 0015020	Inh L1-2 VIP EXPH5 primary motor cortex GABAergic interneuron (Hsap)
FMA 7845	Costal groove of seventh rib
FMA 49745	Anterior deep temporal artery
HGNC 11764	TG
FMA 7705	Superior articular facet of head of third rib
FMA 6309	Tenth thoracic nerve
FMA 32847	Diaphysis of femur
FMA 37453	Lumbrical of foot
UBERON 0003017	substantia innominata
UBERON 0006320	inferior oblique extraocular muscle
HGNC 12726	VWF
PCL 0015123	Astro L1 FGFR3 SERPINI2 primary motor cortex astrocyte (Hsap)
FMA 44779	Nerve to extensor digitorum brevis
CL 0009068	CD8aa(I) thymocyte
UBERON 0002127	inferior olivary complex
CL 0000767	basophil
CL 0002153	corneocyte
UBERON 0009644	trachea non-cartilage connective tissue
FMA 8501	Body of eleventh rib
PCL 0051303	CBI_302 cerebellar inhibitory GABAergic interneuron (Hsap)
FMA 70502	Inferior segmental renal artery
FMA 4748	Esophageal vein
HGNC 5318	TNC
FMA 44832	Nerve to distal radio-ulnar joint
HGNC 4598	GRM6
UBERON 0004315	distal phalanx of pedal digit 1
FMA 3964	Pericardiacophrenic artery
FMA 53434	Utricular nerve
UBERON 8410067	lymph node interfollicular cortex
HGNC 25552	RNF220
HGNC 10724	SEMA3B
FMA 44903	Lateral proper palmar digital branch of ulnar nerve to little finger
FMA 66052	Branch of sacral nerve plexus to external anal sphincter
HGNC 20412	KRT20
UBERON 0001685	hyoid bone
FMA 37385	Lumbrical of hand
FMA 44841	First common palmar digital branch of median nerve
UBERON 0002707	corticospinal tract
UBERON 0004537	blood vasculature
FMA 7053	Posterior ramus of first lumbar nerve
HGNC 7000	MEIS1
FMA 7626	Tubercle of second rib
UBERON 0001413	brachial vein
PCL 0015078	Exc L3 LAMP5 CARM1P1 primary motor cortex glutamatergic neuron (Hsap)
UBERON 0006094	superior parietal cortex
FMA 21886	Cutaneous branch of inferior rectal nerve
FMA 15804	Lateral inferior segmental tributary of left hepatic vein
FMA 45439	Nerve to flexor digitorum brevis
FMA 22714	Longissimus capitis
FMA 14784	Posterior superior pancreaticoduodenal artery
FMA 42788	Proximal epiphysis of first metacarpal bone
HGNC 3802	FOXD1
FMA 42878	Diaphysis of fourth metacarpal bone
HGNC 10645	XCL1
FMA 49641	Auricular branch of posterior auricular artery
UBERON 0005431	anterior spinal artery
FMA 80151	Adductor magnus branch of tibial nerve
PCL 0051208	MSN_207 indirect pathway medium spiny neuron (Hsap)
PCL 0051423	Splat_422 neuron (Hsap)
CL 4028006	alveolar type 2 fibroblast cell
HGNC 537	ANXA2
FMA 7640	Crest of head of third rib
UBERON 0001688	incus bone
UBERON 0007119	neck of femur
FMA 11231	Meningeal branch of tenth thoracic nerve
PCL 0051457	Thex_456 thalamic excitatory neuron (Hsap)
UBERON 0001021	nerve
UBERON 0001670	inferior cerebellar vein
PCL 0051372	Splat_371 neuron (Hsap)
FMA 8130	Articular facet of tubercle of eighth rib
UBERON 8600012	submucosal gland acinus
UBERON 0004205	inner medullary collecting duct
UBERON 0006345	stapedial artery
FMA 71841	Pararectal lymph node group
UBERON 0000144	trochlea of humerus
PCL 0015052	Inh L1-2 SST PRRT4 primary motor cortex GABAergic interneuron (Hsap)
PCL 0051196	CA4_195 hippocampal CA4 neuron (Hsap)
UBERON 0001579	olfactory nerve
FMA 22806	Common interosseous artery
UBERON 0010408	ocular angle artery
UBERON 0004766	cranial bone
PCL 0051307	CBI_306 cerebellar inhibitory GABAergic interneuron (Hsap)
UBERON 0001589	internal thoracic vein
UBERON 0001272	innominate bone
PCL 0015056	Inh L5-6 SST FBN2 primary motor cortex GABAergic interneuron (Hsap)
UBERON 0006468	T12 segment of thoracic spinal cord
UBERON 0018254	skeletal musculature
FMA 52675	Anterior ethmoidal nerve
CL 4030017	epithelial cell of late distal convoluted tubule
FMA 289670	Maxillary process of zygomatic bone
UBERON 0002476	lateral globus pallidus
FMA 52985	Internal nasal branch of infra-orbital nerve
HGNC 13604	FBXL7
FMA 53442	Utriculo-ampullary nerve
UBERON 0001821	sebaceous gland
HGNC 50507	CTXND1
PCL 0051244	MGE_243 sst GABAergic cortical interneuron (Hsap)
UBERON 0005441	external intercostal muscle
HGNC 31963	PSMB11
UBERON 0001541	medial plantar artery
FMA 53047	Meningeal branch of mandibular nerve
HGNC 3165	S1PR1
HGNC 9053	PLAUR
HGNC 8739	PCOLCE2
UBERON 0002426	chest muscle
FMA 68847	Trunk of right basal segmental artery
FMA 80192	Nerve to gluteus minimus
CL 0000910	cytotoxic T cell
HGNC 18688	CRB2
UBERON 0001664	inferior cerebral vein
UBERON 0002421	hippocampal formation
FMA 16351	Articular facet of inferior articular process of third lumbar vertebra
HGNC 11056	SLC6A9
FMA 8645	Left anterior basal segmental artery
HGNC 12338	TRPC6
CL 0000129	microglial cell
FMA 7699	Neck of third rib
FMA 11229	Meningeal branch of eighth thoracic nerve
UBERON 0003468	ureteric segment of renal artery
FMA 10641	Anterior intercostal artery
UBERON 0001644	trochlear nerve
UBERON 0002203	vasculature of eye
UBERON 0018256	lacrimal vein
HGNC 1485	CAPN8
PCL 0051405	Misc_404 cerebral cortex neuron (Hsap)
HGNC 8614	PAWR
PCL 0051326	Mmb_325 mammillary body neuron (Hsap)
FMA 16310	Accessory process of second lumbar vertebra
FMA 16166	Lamina of third lumbar vertebra
FMA 51798	Anterior ciliary vein
CL 4033043	lung interstitial macrophage
CL 0002224	lens epithelial cell
CL 0000182	hepatocyte
HGNC 30125	MZB1
HGNC 5184	HRH3
HGNC 6440	KRT3
HGNC 12261	TRDN
FMA 53390	Nerve to risorius
UBERON 0012181	tonsil crypt
FMA 4590	Left eleventh posterior intercostal artery
FMA 61437	Retroduodenal artery
UBERON 0007156	inferior thyroid vein
FMA 7782	Neck of fifth rib
HGNC 2213	COL6A3
HGNC 7585	MYL4
UBERON 8600022	pulmonary interlobular septum
UBERON 0001657	superficial temporal vein
UBERON 8600011	tracheal submucosal gland ciliated duct
PCL 0051148	DLIT_147 intratelencephalic-projecting glutamatergic cortical neuron (Hsap)
HGNC 21695	SCIN
HGNC 1678	CD4
UBERON 0004688	costo-cervical trunk
UBERON 0006093	precuneus cortex
FMA 22854	First common palmar digital artery
HGNC 28524	SLC44A5
PCL 0051051	Oligo_50 oligodendrocyte (Hsap)
HGNC 8993	PIP
UBERON 0001681	nasal bone
FMA 53075	Nerve to tensor veli palatini
FMA 32964	Proximal epiphysis of proximal phalanx of third toe
FMA 6540	First lumbar ganglion
HGNC 11913	TNFRSF17
UBERON 0000178	blood
HGNC 11922	CD27
UBERON 0007315	internal pudendal artery
UBERON 0002384	connective tissue
CL 0019018	blood vessel smooth muscle cell
UBERON 0002644	intermediate orbital gyrus
FMA 24827	First lumbar vertebral foramen
FMA 80088	Middle genicular nerve
FMA 50437	Prefrontal artery
UBERON 0005488	superior mesenteric plexus
FMA 14828	Ascending branch of left colic artery
FMA 7808	Inferior articular facet of head of sixth rib
UBERON 0003721	lingual nerve
HGNC 4028	FXYD4
UBERON 0012173	middle suprarenal artery
UBERON 0015171	uterine spiral artery
FMA 8343	Neck of ninth rib
FMA 37587	Diaphysis of distal phalanx of ring finger
UBERON 0014690	left gastric vein
UBERON 0001538	posterior tibial artery
UBERON 0000317	colonic mucosa
HGNC 2298	CPA3
UBERON 0005463	subcapsular sinus of lymph node
FMA 68848	Trunk of left basal segmental artery
UBERON 0035152	internal cerebral vein
HGNC 10751	SELENOP
UBERON 0003964	prevertebral ganglion
UBERON 0005272	peritubular capillary
CL 0000553	megakaryocyte progenitor cell
FMA 81258	Nerve to latissimus dorsi
PCL 0051047	Oligo_46 oligodendrocyte (Hsap)
UBERON 0001617	mental artery
FMA 11230	Meningeal branch of ninth thoracic nerve
FMA 53196	External acoustic meatus nerve
PCL 0051329	Mmb_328 mammillary body neuron (Hsap)
UBERON 0001398	brachial artery
FMA 22829	Semispinalis cervicis
CL 0000233	platelet
FMA 55221	Diffuse lymphoid tissue
FMA 65911	Gray communicating ramus of second lumbar nerve
UBERON 0035932	anterior segment of paracentral lobule
HGNC 34345	ARMH1
PCL 0051362	Splat_361 neuron (Hsap)
UBERON 0007614	extensor digiti minimi muscle
HGNC 9630	PTN
HGNC 16961	CD226
CL 0000915	CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell
FMA 69329	Pericardial artery
HGNC 54353	LINC02822
HGNC 9070	PLEK
FMA 19040	Perforating cutaneous nerve
HGNC 277	ADRA1A
HGNC 24665	CD200R1L
HGNC 3395	EPHB4
HGNC 10802	SFTPC
HGNC 29836	NDUFA4L2
FMA 52659	Medial branch of supra-orbital nerve
HGNC 1183	ANO2
CL 1000708	ureter adventitial cell
HGNC 3070	DUSP4
HGNC 18124	P2RY12
HGNC 6010	IL2RG
UBERON 0004515	smooth muscle tissue of bronchiole
HGNC 9721	PYCR1
UBERON 0001312	superior vesical artery
PCL 0015065	Inh L3 PVALB SAMD13 primary motor cortex GABAergic interneuron (Hsap)
HGNC 5361	ID2
UBERON 0002624	orbital part of inferior frontal gyrus
PCL 0051067	Epen_66 ependymal cell (Hsap)
PCL 0051186	CA13_185 hippocampal CA1-3 neuron (Hsap)
FMA 80160	Nerve to obturator externus
HGNC 2196	COL19A1
FMA 54405	Nerve to styloglossus
UBERON 0005944	axial skeleton plus cranial skeleton
HGNC 1635	CD1B
HGNC 1759	CDH2
PCL 0051297	CGE_296 vip GABAergic cortical interneuron (Hsap)
